title,description_x,release_year,runtime,imdb_id,imdb_score,imdb_votes,show_id,type,director,cast,country,date_added,age_certification,num_releases,listed_in,description_y,num_listed_in,first_cast,cast_freq_mean,genre_freq_mean
Apostle,In 1905 man travel to remote island in search of his miss sister who have be kidnap by mysterious religious cult,2018,130,tt6217306,6.3,51038,s4511,Movie,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy","United Kingdom, United States","October 12, 2018",TV-MA,1,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",3,Dan Stevens,3.6,1093.0
Icarus,While investigate furtive world of illegal doping in sport director Bryan Fogel connect with renegade Russian scientist Dr. Grigory Rodchenkovâ€ ” pillar of his country 's anti-dopingâ€ program Over dozen of Skype call urine sample and badly administer hormone injection Fogel and Rodchenkov grow close despite shock allegation place Rodchenkov at center of Russia 's state-sponsored Olympic dope program,2017,121,tt6333060,7.9,48672,s5344,Movie,Bryan Fogel,"Bryan Fogel, Grigory Rodchenkov",United States,"August 4, 2017",TV-MA,1,"Documentaries, Sports Movies",An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.,2,Bryan Fogel,1.5,283.5
The Package,When group of teenager go on spring break camp trip unfortunate accident set off race to save their friend 's most prized possession,2018,94,tt7525778,5.5,17226,s4707,Movie,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",United States,"August 10, 2018",TV-MA,1,Comedies,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",1,Daniel Doheny,2.2,1574.0
Violet Evergarden,Great War finally come to end after four long year of conflict fracture in two continent of Telesis slowly begin to flourish once again Caught up in bloodshed be Violet Evergarden young girl raise for sole purpose of decimate enemy line Hospitalized and maim in bloody skirmish during War 's final leg she be leave with only word from person she hold dear but with understanding of their meaning Recovering from her wound Violet start new life work at CH Postal Services after fall out with her new intended guardian family she witness by pure chance work of Auto Memory Doll amanuenses that transcribe people 's thought and feeling into word on paper Moved by notion Violet begin work a Auto Memory Doll trade will take her on adventure one will reshape life of her client and hopefully lead to self-discovery,2018,25,tt7078180,8.4,19940,s4132,TV Show,Unknown,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Koki Uchiyama, Minori Chihara, Haruka Tomatsu",Japan,"February 5, 2019",TV-14,1,"Anime Series, International TV Shows, Romantic TV Shows","The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past.",3,Yui Ishikawa,5.857142857142857,498.0
Gerald's Game,When her husband 's sex game go wrong Jessie who be handcuff to bed in remote lake house face warped vision dark secret and dire choice,2017,103,tt3748172,6.5,104894,s5253,Movie,Mike Flanagan,"Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia",United States,"September 29, 2017",TV-MA,1,"Horror Movies, Thrillers","When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.",2,Carla Gugino,5.8,443.5
Level 16,teenage girl of Vestalis Academy be meticulously train in art of be clean girl practice virtue of perfect femininity But what exactly be they be train for Vivien intend to find out,2018,102,tt4006302,6.0,11118,s158,Movie,Danishka Esterhazy,"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira",Canada,"September 1, 2021",TV-14,1,"Sci-Fi & Fantasy, Thrillers","In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",2,Katie Douglas,1.875,394.0
The Cloverfield Paradox,Orbiting above planet on brink of war scientist test device to solve energy crisis and end up face-to-face with dark alternate reality,2018,102,tt2548396,5.5,102759,s5048,Movie,Julius Onah,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz, Chris O'Dowd, Aksel Hennie, Zhang Ziyi, Elizabeth Debicki, Roger Davies, Clover Nee",United States,"February 5, 2018",PG-13,1,"Action & Adventure, Sci-Fi & Fantasy","Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",2,Gugu Mbatha-Raw,5.5,525.0
I Don't Feel at Home in This World Anymore,When depressed woman be burglarize she find new sense of purpose by track down thief alongside her obnoxious neighbor But they soon find themselves dangerously out of their depth against pack of degenerate criminal,2017,93,tt6149822,6.9,55549,s5591,Movie,Macon Blair,"Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams",United States,"February 24, 2017",TV-MA,1,"Dramas, Independent Movies, Thrillers",A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.,3,Melanie Lynskey,3.75,1200.3333333333333
Wet Hot American Summer: Ten Years Later,decade after their wild summer a junior counselor gang reunite for weekend of bonding hanky-panky and hair-raising adventure,2017,27,tt5669272,6.9,8502,s5346,TV Show,Unknown,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Sarah Burns, Josh Charles, Jai Courtney, Beth Dover, John Early, Mark Feuerstein, Janeane Garofalo, Skyler Gisondo, Nina Hellman, Samm Levine, Joe Lo Truglio, Ken Marino, Christopher Meloni, Alyssa Milano, A.D. Miles, Marguerite Moreau, Eric Nenninger, Zak Orth, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Jason Schwartzman, Adam Scott, Molly Shannon, Michael Showalter, Rich Sommer, David Wain, Kristen Wiig",United States,"August 4, 2017",TV-MA,1,TV Comedies,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",1,Elizabeth Banks,5.878787878787879,481.0
Seven Seconds,Tensions run high between African American citizen and Caucasian cop in Jersey City when teenage African American boy be critically injure by cop,2018,62,tt6297682,7.7,15323,s5030,TV Show,Unknown,"Clare-Hope Ashitey, Regina King, Beau Knapp, Michael Mosley, David Lyons, Russell Hornsby, Raúl Castillo, Patrick Murney",United States,"February 23, 2018",TV-MA,1,"Crime TV Shows, TV Dramas",The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.,2,Clare-Hope Ashitey,3.0,507.5
Devilman Crybaby,Akira Fudo learn from his best friend Ryo Asuka that demon will revive and reclaim world from human With human hopeless against threat Ryo suggest combine with demon With Akira become Devilman be with power of demon but with human heart,2018,25,tt6660498,7.6,18575,s5093,TV Show,Masaaki Yuasa,"Kouki Uchiyama, Ayumu Murase, Megumi Han, Ami Koshimizu, Atsuko Tanaka, Rikiya Koyama, Avu-chan, Kenjiro Tsuda, KEN THE 390, Subaru Kimura, Young Dais, Hannya, AFRA",Japan,"January 5, 2018",TV-MA,1,"Anime Series, International TV Shows, TV Horror","With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.",3,Kouki Uchiyama,5.0,422.6666666666667
Calibre,Two lifelong friend head up to isolated Scottish Highlands village for weekend hunt trip descend into never-ending nightmare a they attempt to cover up horrific hunt accident,2018,101,tt6218358,6.8,27622,s4807,Movie,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Cameron Jack",United Kingdom,"June 29, 2018",TV-MA,1,"Dramas, International Movies, Thrillers",Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.,3,Jack Lowden,2.0,1750.3333333333333
I Am Not Your Negro,Working from text of James Baldwin 's unfinished final novel director Raoul Peck create meditation on what it mean to be Black in United States,2017,93,tt5804038,7.9,21632,s2297,Movie,Raoul Peck,"Samuel L. Jackson, Joey Starr","Switzerland, France, Belgium, United States","July 3, 2020",PG-13,1,Documentaries,"Based on James Baldwin's unfinished book, this visual essay explores racism through the stories of Medgar Evers, Malcolm X and Martin Luther King Jr.",1,Samuel L. Jackson,11.5,410.0
Bird Box,Five year after ominous unseen presence drive most of society to suicide survivor and her two child make desperate bid to reach safety,2018,124,tt2737304,6.6,325194,s4269,Movie,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,"December 21, 2018",R,1,"Dramas, Sci-Fi & Fantasy, Thrillers","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",3,Sandra Bullock,6.1,1032.6666666666667
Everything Sucks!,It 's 1996 in town call Boring Oregon where high school misfit in AV and drama club brave ups and down of teenage emotion in VHS era,2018,24,tt7078710,7.5,18023,s5037,TV Show,Unknown,"Jahi Di'Allo Winston, Peyton Kennedy, Patch Darragh, Claudine Mboligikpelani Nako, Rio Mangini, Quinn Liebling, Sydney Sweeney, Elijah Stevenson, Zachary Ray Sherman, Abi Brittle",United States,"February 16, 2018",TV-14,1,"TV Comedies, TV Dramas, Teen TV Shows","It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era.",3,Jahi Di'Allo Winston,1.4,400.6666666666667
The Zookeeper's Wife,account of keeper of Warsaw Zoo Jan and Antonina Zabinski who help save hundred of people and animal during Nazi invasion,2017,122,tt1730768,7.0,42808,s1036,Movie,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Goran Kostic","Czech Republic, United Kingdom, United States","April 16, 2021",PG-13,1,Dramas,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich.",1,Jessica Chastain,3.9,2310.0
Outlaw King,Forced into exile by English after be crown King of Scotland legendary warrior Robert Bruce fight to reclaim throne,2018,121,tt6679794,6.9,69834,s4405,Movie,David Mackenzie,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran, Callan Mulvey, James Cosmo, Stephen Dillane","United Kingdom, United States","November 9, 2018",R,1,"Action & Adventure, Dramas","In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.",2,Chris Pine,4.222222222222222,1560.5
Veronica,Madrid June 1991 After celebrate session of Ouija with her friend Verónica be besiege by dangerous supernatural presence threaten to harm her entire family,2017,105,tt4276868,6.2,40254,s5026,Movie,Paco Plaza,"Sandra Escacena, Claudia Placer, Bruna González, Iván Chavero, Ana Torrent, Consuelo Trujillo",Spain,"February 25, 2018",TV-MA,1,"Horror Movies, International Movies, Thrillers","In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.",3,Sandra Escacena,1.1666666666666667,1093.0
James Acaster: Repertoire,Offbeat comic James Acaster cover strange mundane and everything in between in collection of four wide-ranging stand-up special,2018,52,tt7818686,8.4,3545,s4969,TV Show,Dan Lucchesi,James Acaster,United Kingdom,"March 27, 2018",TV-14,1,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",3,James Acaster,1.0,430.0
The Night Comes for Us,After spar girl 's life during massacre elite Triad assassin be target by onslaught of murderous gangster,2018,121,tt6116856,6.9,25500,s4501,Movie,Timo Tjahjanto,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez, Sunny Pang, Salvita Decorte, Abimana Aryasatya, Zack Lee, Dimas Anggara, Julie Estelle, Dian Sastrowardoyo","Indonesia, United States","October 19, 2018",TV-MA,1,"Action & Adventure, International Movies","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",2,Joe Taslim,2.8,1601.5
Pine Gap,team of talented Australian and American intelligence analyst work together to ensure global stability in one of world 's most important and secretive joint intelligence facility Pine Gap But relationship between Australian and American intelligence analyst work at Pine Gap be n't always rosy,2018,56,tt7371868,7.2,4772,s4322,TV Show,Mat King,"Parker Sawyers, Jacqueline McKenzie, Steve Toussaint, Tess Haubrich, Stephen Curry, Lewis Fitz-Gerald, Mark Leonard Winter",Australia,"December 7, 2018",TV-MA,1,"International TV Shows, TV Dramas","At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.",2,Parker Sawyers,1.8571428571428568,852.5
Nightflyers,In year 2093 team of scientist aboard Nightflyer most advanced ship ever build embark on journey to find other life form Their mission take them to edge of solar system and to edge of insanity a they realize true horror be n't wait for them in outer spaceâ€ ” it 's already on their ship,2018,44,tt6903284,5.8,13103,s3188,TV Show,Unknown,"Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson, Sam Strike, Maya Eshet, Brían F. O'Byrne, Gretchen Mol, Miranda Raison",United States,"December 2, 2019",TV-MA,1,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets.",3,Eoin Macken,3.111111111111111,77.66666666666667
Cam,young camgirl discovers that she 's inexplicably be replace on her site with exact replica of herself,2018,95,tt8361028,5.9,31042,s4383,Movie,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,"November 16, 2018",TV-MA,1,"Horror Movies, Independent Movies, Thrillers","After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",3,Madeline Brewer,2.1,543.0
The Meyerowitz Stories (New and Selected),estranged family gather together in New York for event celebrate artistic work of their father,2017,112,tt5536736,6.9,47971,s5228,Movie,Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,"October 13, 2017",TV-MA,1,"Comedies, Dramas, Independent Movies",Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,3,Adam Sandler,6.181818181818182,1542.0
Malevolent,brother-sister team who fake paranormal encounter for cash get more than they bargain for when job at haunted estate turn very very real,2018,89,tt2386237,4.8,13290,s4533,Movie,Olaf de Fleur,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan",United Kingdom,"October 5, 2018",TV-MA,1,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",2,Florence Pugh,2.6666666666666665,443.5
The Babysitter,When Cole stay up past his bedtime he discover that his hot babysitter be part of Satanic cult will stop at nothing to keep him quiet,2017,85,tt4225622,6.4,86953,s5227,Movie,McG,"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",United States,"October 13, 2017",TV-MA,1,"Comedies, Horror Movies","When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",2,Samara Weaving,5.555555555555555,956.0
When We First Met,Noah spend perfect first night with girl of his dreams Avery but get relegate to friend zone He spend next three year wonder what go wrong until he get unexpected chance to travel back in time and alter night and his fate over and over again,2018,97,tt5783956,6.4,48215,s5045,Movie,Ari Sandel,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Robbie Amell, Andrew Bachelor",United States,"February 9, 2018",TV-14,1,"Comedies, Romantic Movies","Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",2,Adam DeVine,4.6,1078.5
Extinction,chief mechanic at factory haunt by apocalyptic nightmare become hero when Earth be invade by mysterious army bent on destruction,2018,96,tt3201640,5.8,51781,s4752,Movie,Ben Young,"Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Emma Booth, Lex Shrapnel, Erica Tremblay, Lilly Aspell",United States,"July 27, 2018",TV-MA,1,"Action & Adventure, Dramas, Sci-Fi & Fantasy","Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",3,Michael Peña,4.875,1120.0
VeggieTales in the City,With excite trip to big city ski slope and beyond Veggie friend expand their horizon and learn valuable faith-based lesson,2017,23,tt6562134,5.7,110,s5273,TV Show,Unknown,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",United States,"September 15, 2017",TV-Y,2,Kids' TV,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",1,Phil Vischer,3.75,343.0
Requiem,In 1994 toddler disappear from small Welsh village never to be see again 23 year late in London mother of rise cello star Matilda Gray commits suicide without apparent reason Among her possession Matilda discover tantalise evidence link her mother to Welsh girl 's disappearance year ago,2018,58,tt6712390,6.4,6421,s4974,TV Show,Unknown,"Lydia Wilson, Joel Fry, Brendan Coyle, James Frecheville, Claire Rushbrook, Joanna Scanlan, Pippa Haywood, Tara Fitzgerald, Richard Harrington, Sian Reese-Williams",United Kingdom,"March 23, 2018",TV-MA,1,"British TV Shows, International TV Shows, TV Dramas","In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town.",3,Lydia Wilson,2.2,635.3333333333334
Wormwood,In genre-bending tale Errol Morris explore mysterious death of U.S. scientist entangle in secret Cold War program know a MK-Ultra,2017,43,tt1149367,7.0,4181,s5126,TV Show,Unknown,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",United States,"December 15, 2017",TV-14,1,"Crime TV Shows, Docuseries","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2,Peter Sarsgaard,5.0,260.0
Perfume,When singer be find murdered with her scent gland excise from her body detectives probe group of friend who attend board school with her,2018,29,tt10163260,7.1,8536,s4274,TV Show,Unknown,"Friederike Becht, August Diehl, Wotan Wilke Möhring, Natalia Belitski, Ken Duken, Trystan Pütter, Christian Friedel, Juergen Maurer, Marc Hosemann, Susanne Wuest",Germany,"December 21, 2018",TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas","When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",3,Friederike Becht,1.6,687.6666666666666
1922,simple yet proud rancher conspires to murder his wife for financial gain convince his teenage son to participate,2017,102,tt8312644,6.2,60982,s5208,Movie,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,"October 20, 2017",TV-MA,1,"Dramas, Thrillers","A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",2,Thomas Jane,4.428571428571429,1429.5
Home Again,Life for single mom in Los Angeles take unexpected turn when she allow three young guy to move in with her,2017,97,tt5719700,5.8,31620,s492,Movie,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",United States,"July 8, 2021",PG-13,1,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.",3,Reese Witherspoon,3.8333333333333335,1489.0
Mudbound,In post—World War II South two family be pit against barbaric social hierarchy and unrelenting landscape a they simultaneously fight battle at home and battle abroad,2017,120,tt2396589,7.4,47676,s5168,Movie,Dee Rees,"Carey Mulligan, Jason Clarke, Mary J. Blige, Garrett Hedlund, Jason Mitchell, Rob Morgan, Jonathan Banks",United States,"November 17, 2017",R,1,"Dramas, Independent Movies","Two Mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided World War II era.",2,Carey Mulligan,3.7142857142857135,1526.0
The Book of Henry,Susan single mother of two work a waitress in small town Her son Henry be 11-year-old genius who not only manage family finance but act a emotional support for his mother and young brother When Henry discover that girl next door have terrible secret he implore Susan to take matter into her own hand,2017,105,tt4572792,6.5,27052,s447,Movie,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,"July 16, 2021",PG-13,1,Dramas,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",1,Naomi Watts,4.6,2310.0
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Offbeat documentarian Chris Smith provide behind-the-scenes look at how Jim Carrey adopt persona of idiosyncratic comedian Andy Kaufman on set of Man on Moon,2017,94,tt7214762,7.7,25593,s5165,Movie,Chris Smith,Jim Carrey,"Canada, United States","November 17, 2017",TV-MA,1,Documentaries,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career.",1,Jim Carrey,6.0,410.0
Cells at Work!,be story about you tale about inside of your body According to new study human body consist of approximately 37 trillion cell cell be hard at work day within world be your body From oxygen-carrying red blood cell to bacteria-fighting white blood cell get to know unsung hero and drama unfold inside of you It 's oddly relatable and interesting story be life of cell,2018,23,tt8673610,7.5,2206,s3056,TV Show,Unknown,"Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto",Japan,"January 1, 2020",TV-PG,1,"Anime Series, Teen TV Shows","One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!",2,Kana Hanazawa,10.8,107.5
The Innocent Man,In story gain national attention with John Grisham 's best-selling non-fiction book Innocent Man Murder and Injustice in Small Town six-part documentary series Innocent Man focus on two murder shake small town of Ada Oklahoma in 1980s â€ ” and controversial chain of event follow,2018,47,tt0914376,7.3,5883,s4309,TV Show,Unknown,John Grisham,United States,"December 14, 2018",TV-MA,1,"Crime TV Shows, Docuseries","This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.",2,John Grisham,1.0,260.0
Berlin Syndrome,passionate holiday romance lead to obsessive relationship when Australian photojournalist wake one morning in Berlin apartment and be unable to leave,2017,116,tt3335606,6.2,24733,s5318,Movie,Cate Shortland,"Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading",Australia,"August 25, 2017",R,1,"International Movies, Thrillers",What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.,2,Matthias Habich,2.6,1470.5
Anon,Set in near-future world where be privacy ignorance or anonymity our private memory be record and crime almost cease to exist In try to solve series of unsolved murder Sal Frieland stumble onto young woman who appear to have subvert system and disappear She have identity history and record Sal realize it may not be end of crime but beginning Known only a 'The Girl ' Sal must find her before he become next victim,2018,100,tt5419536,6.1,42608,s4876,Movie,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares","United Kingdom, Canada, United States, Germany","May 4, 2018",TV-MA,1,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",3,Clive Owen,4.0,1032.6666666666667
Rascal Does Not Dream of Bunny Girl Senpai,Puberty Syndromeâ€ ” rumor mysterious syndrome that only affect in their puberty For example bunny girl suddenly appear in front of Sakuta Azusagawa bunny girl 's real identity be Mai Sakurajima teenage celebrity who be currently inactive high school senior For reason her charming figure do not reflect in eye of others In course of reveal mystery behind phenomenon Sakuta begin to explore his feeling towards Mai Set in city where sky and sea shine Sakuta unfold meaning behind his bizarre encounter on woman with say syndrome,2018,25,tt8993398,8.1,10400,s266,TV Show,Unknown,"Kaito Ishikawa, Asami Seto, Nao Toyama, Atsumi Tanezaki, Maaya Uchida, Yurika Kubo, Inori Minase",Japan,"August 15, 2021",TV-14,1,"Anime Series, International TV Shows, Romantic TV Shows","After experiencing ""puberty syndrome"" himself, high school pariah Sakuta keeps meeting girls suffering from it, including his sister and actor Mai.",3,Kaito Ishikawa,5.0,498.0
Private Life,Richard and Rachel couple in throe of infertility try to maintain their marriage a they descend deep and deep into insular world of assisted reproduction and domestic adoption,2018,123,tt6394284,7.2,19023,s4534,Movie,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,"October 5, 2018",R,1,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",3,Paul Giamatti,6.5,1542.0
Beyond Skyline,Detective Mark Corley storm his way onto alien spaceship to rescue his estranged son When ship crash in Southeast Asia he forge alliance with band of survivor to take back planet once and for,2017,105,tt6856700,5.3,21540,s4928,Movie,Liam O'Donnell,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey, Antonio Fargas, Yayan Ruhian, Pamelyn Chee, Jacob Vargas, Iko Uwais","United States, Canada, Indonesia, United Kingdom, China, Singapore","April 15, 2018",R,1,"Action & Adventure, Sci-Fi & Fantasy","In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.",2,Frank Grillo,4.111111111111111,525.0
A Futile and Stupid Gesture,National Lampoon name become globally recognize after monumental success of Animal Houseâ€ ” but before glory day it be scrappy yet divinely subversive magazine and radio show introduce world to comedic genius like Bill Murray Chevy Chase John Belushi and Gilda Radner driving force behind National Lampoon be Doug Kenney and his truly wild and crazy story unfolds in A Futile and Stupid Gesture from Harvard to Hollywood to Caddyshack and beyond,2018,101,tt5566790,6.7,15750,s5060,Movie,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,"January 26, 2018",TV-MA,1,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",1,Will Forte,4.666666666666667,1574.0
Mirai,movie follow 4-year old boy who be struggle to cope with arrival of little sister in family until thing turn magical mysterious garden in backyard of boy 's home become gateway allow child to travel back in time and encounter his mother a little girl and his great-grandfather a young man fantasy-filled adventure allow child to change his perspective and help him become big brother he be mean to be,2018,98,tt6900448,7.0,14983,s2452,Movie,Mamoru Hosoda,"Moka Kamishiraishi, Haru Kuroki, Gen Hoshino, Kumiko Aso, Mitsuo Yoshihara, Yoshiko Miyazaki, Koji Yakusho, Masaharu Fukuyama","Japan, United States","June 1, 2020",PG,1,"Action & Adventure, Anime Features, Children & Family Movies","Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house.",3,Moka Kamishiraishi,1.375,464.3333333333333
